product_id_for_member,sku,stock_amount,unlimited_stock,category_id,second_category_id,title,subtitle,body,is_new,attributes,is_legal_notice_read,start_price,reserve_price,buy_now_price,is_sold_in_multiple_quantities,is_shipping_price_per_quantity_sold,fpo_amount,fpo_duration,fpo_to,av_bidders_only,auction_length,auction_end_time,delivery_pickup_allowed,delivery_must_pickup,delivery_use_bookcourier_rates,delivery_bookcourier_is_box,delivery_bookcourier_bag_size,delivery_bookcourier_selected_courier,delivery_bookcourier_service_level,delivery_bookcourier_no_restricted_items,delivery_price,payment_bank_deposit,payment_credit_card,payment_cash,payment_afterpay,payment_other,send_payment_instructions,photo_id_list,display_bold,gallery,gallery_plus,feature,super_feature,donation_recipient,folder,exclude_shipping_promotion,listing_footer_enabled,height_cm,width_cm,length_cm,weight_kg,brand,manufacturer_code,barcode_gtin,update_active_listings
"PR357","antique",1.0000,FALSE,3160,,"Lawn Bowls Badges Wanganui And More",,"Lawn Bowls Badges Wanganui And More

see photos",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200414_095542685_hdr.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR359","art",1.0000,FALSE,6596,,"20th Century Furniture By Fiona Baker 256 pages Large Hardback book",,"With exciting developments in technology and materials, the past 100 years have witnessed an extraordinary evolution in furniture design.

 'Twentieth-Century Furniture' is an authoritative, passionate and beautifully designers and manufacturers, and revels in the intrinsic beauty of skilfully crafted pieces.

 The explosion in styles, initiated by technical progress and fashions in architecture, design and interiors, is catalogued in this chronological overview of the century's masterpieces, from the handmade vernacular styles of the Arts and Crafts Movement and Art Deco, through the early Modernists to the colourful and chaotic world of Pop Art, and finally to today's innovative and experimental designs. 

With over 230 classics of modern design, this book features the work of the world's most influential and talented designers, including Philippe Starck, Henry van der Velde, Marcel Breuer, Le Corbusier, Alvar Aalto, Carlo Molino, Charles and Ray Eames, David Linley, Matthew Rice, Frank Gehry, Tom Dixon and Ron Arad.

Ex Library 

Usual stamps",FALSE,,TRUE,18.00,18.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-05 08.27.42.jpg;2022-06-05 08.27.50.jpg;2022-06-05 08.27.56.jpg;2022-06-05 08.28.03.jpg;2022-06-05 08.28.47.jpg;2022-06-05 08.29.06.jpg;2022-06-05 08.28.15.jpg;2022-06-05 08.28.38.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"1st week 27 JAN - FEB 2",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR362","War New Zealand",1.0000,FALSE,1816,,"Journal of A British Officer 1837- 1843 465 pages 1966 Edition Ensign Best",,"The Journal of Ensign Best, 1837-1843  465 pages 

Best, a young British officer, kept a detailed diary of his experiences and adventures in New South Wales, Norfolk Island and NZ to provide a vivid account of life there. More than half the book covers his NZ visit.

This Hardback is in good++++ condition internally

 465 pages 

Has a non yellowing repair to the dustjacket

A Turnbull Library Monograph Editor: Nancy M. Taylor


Published 1966 Government Printing Office

thanks for looking",FALSE,,TRUE,30.00,30.00,45.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-06 08.59.42.jpg;2022-06-06 08.57.22.jpg;2022-06-06 08.59.57.jpg;2022-06-06 08.57.39.jpg;2022-06-06 08.57.34.jpg;2022-06-06 08.57.45.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"1st week 27 JAN - FEB 2",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR363","war",1.0000,FALSE,1952,,"Dive Bomber An Illustrated History by Peter Smith",,"Dive Bomber

An Illustrated History by Peter Smith 


1982 HB/DJ Hardcover

222 pages Vg condition


Details on planes like the German Stuka, the American Dauntless, the Japanese Aichi D3A1 ""Val,"" the Soviet PE-2, and numerous others

Riveting accounts of aerial combat

Includes maps, diagrams, tables, and photos

For many, it is a dive bomber that conjures the most dramatic, quintessential image of World War II: a screaming German Stuka hurtling toward the ground as part of the frightening blitzkrieg that opened the war. In this illustrated history of Allied and Axis dive bombers, Peter C. Smith traces these formidable aircraft from the earliest experiment, through the planes' first operation, to their emergence as devastatingly effective tools of aerial warfare in World War II.",FALSE,,TRUE,25.00,25.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-04 12.57.44.jpg;2022-06-04 12.57.57.jpg;2022-06-04 12.58.19.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR364","local history Early Pioneers dunedin",1.0000,FALSE,1817,,"Our St Clair A Resident's History 128 pages many photos SIGNED",,"Our St Clair A Resident's History 128 pages many photos

Vg condition - Signed by Author Barbara Newton

Also a previous owners name on the title page as well

St Clair resident Barbara Newton weaves together the strands of St Clair's fascinating history from early Maori, including stories of its early families and their grand homes, the hard-working nurserymen and Chinese gardeners, the numerous clubs, industries, businesses and early transport, along with various local sagas - of the sea walls, the sandhill reclamations, Cargill's Castle, the famous and beleaguered Hot Salt Water Pool. 

She also draws portraits of characters, from Valpy, 'Father of St Clair', to 'Duke' Gillies and Joey the sea lion.

Hard to find book",FALSE,,TRUE,45.00,45.00,65.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-05-30 19.28.44.jpg;img20210110183747.jpg;2022-05-30 19.29.06.jpg;2022-05-30 19.28.57.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"HIGHEST STOCK",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR366","local history Early Pioneers",1.0000,FALSE,1817,,"A Short History Of Kaikoura Town School",,"A Short History Of Kaikoura Town School

Cardcovered

Some spine wear

72 pages",FALSE,,TRUE,20.00,20.00,22.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-11 14.44.54.jpg;2022-06-11 14.45.02.jpg;2022-06-11 14.45.13.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 24",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR367","Biography New Zealand",1.0000,FALSE,1816,,"Buckets for the rain / Donna Dyet & Marie Panapa Bio Of Marie Nita Tito",,"Buckets For The Rain 

Cardcovered 76 pages 

76 pages : illustrations (some colour) ; 21 cm

Marie Nita Tito was from Te Atawa iwi and was born in Waitara in 1944. She worked alongside Rongo Wetere, Iwi Kohuru (Boy) Mangu and her late husband Rewi Panapa, to see their vision of a fledgling O-Tawhao Marae project created primarily for secondary school dropouts


With little financial support, Aunty Ma and her colleagues found innovative solutions to re engage people with education through teaching whakairo and raranga at O-Tawhao, reconnecting many with their taha Maori while setting the foundations for further higher learning opportunities at the then Waipa Kökiri Arts Centre. In 2016 Aunty Ma and Te Wananga o Aotearoa colleague Donna Dyet wrote Buckets for the Rain Aunty Ma's story of her beginnings, family life and her work in Te Awamutu for Te Wananga, the community and in the arts.",FALSE,,TRUE,2.00,2.00,18.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;13.0=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;2.0=Drop Off Whanganui Central - NOT RURAL.;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-05 08.32.38.jpg;2022-06-05 08.32.49.jpg;2022-06-05 08.33.00.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"BOX 1",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR369","local history Early Pioneers school",1.0000,FALSE,1817,,"Record of the years 1875-1975 Schools in the Owaka and Catlins Area",,"A well-illustrated and detailed record of the years 1875-1975 in the Owaka, Catlins area

Full Circle in Catlins Schools - Centenary From One Owaki School 1875 and Schools Consolidated 1922-1962 To One Owaka District High School 1975

168 pages

Softcovered

good+++",FALSE,,TRUE,22.00,22.00,35.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-05 08.37.15.jpg;2022-06-05 08.37.33.jpg;2022-06-05 08.37.25.jpg;2022-06-05 08.37.43.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR370","toy",1.0000,FALSE,2695,,"Vintage T.T. HSIANG HWA Radio Control Car - No remote Untested",,"Vintage T.T. HSIANG HWA Radio Control Car - No remote Untested

check out photos",FALSE,,TRUE,20.00,20.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Shipping  .... Waterproofed  Bubblewrapped Package;13.0=N.Z.Post  RURAL DELIVERY Tracked;0.0=combined shipping Please email for postage quote;2.0=drop off Wanganui central, no rural drop off;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200329_194410287.jpg;img_20200329_194419816.jpg;img_20200329_194452442.jpg;img_20200329_194658451.jpg;img_20200329_194513273.jpg;img_20200329_194604082.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR371","CAMERA",1.0000,FALSE,3418,,"Minolta Filter Set Star Soft Focus And Fog Minolta AF Super",,"Minolta Filter Set 

Star Soft

 Focus 

And Fog 

To Fix Minolta AF Super Freedom Tele MAC Tele Quartz Date

Any q please ask",FALSE,,TRUE,8.00,8.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200331_144229466.jpg;img_20200331_144235816.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Historical records",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR372","local history Early Pioneers",1.0000,FALSE,1817,,"Mary Crowther of Brookfield Wainuiomata Historical Figure Born 1869  - SIGNED",,"Mary Crowther of Brookfield By Vicky Alexander SIGNED

Wainuiomata Historical Museum Society Inc


Brookfield is a farm on Moores Valley Road, Wainuiomata which was originally purchased by the Crowther brothers in 1864.

 Mary was the only surviving child of Nancy and John Crowther, born in 1869. 

She was educated at Boarding School in Wellington, then came home to Brookfield. 

Published 1993

Vg condition internally

Some soiling to covers 

52 glossy pages with some photos",FALSE,,TRUE,18.00,18.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200329_192752113.jpg;img_20200329_192818667.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR373","local history Early Pioneers",1.0000,FALSE,1817,,"Hataitai A Collection of Memories",,"Hataitai A Collection of Memories


By Isobel Howman, Elna Lindsay

illustrated With many photos

1981 published 


48 pages large format glossy pages",FALSE,,TRUE,15.00,15.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200330_084430962.jpg;img_20200330_084449956.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR374","antique",1.0000,FALSE,2680,,"Antique Langley Mill Pink Milk Jug Vase 1 Pint",,"Antique Langley Mill  Pink Milk Jug Vase 1 Pint

Excelent condition 

No faults 14.4cm high",FALSE,,TRUE,30.00,30.00,50.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Track And Trace;13.5=Track and Trace Rural Delivery;2.0=drop off Wanganui city - Not a rural address;0.0=combined shipping Please email for postage quote;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200401_094634323.jpg;img_20200401_094700160.jpg;img_20200401_094704223.jpg;img_20200401_094719159.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Objects",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR375","Maori",1.0000,FALSE,6624,,"Raupo Pocket Maori Dictionary 20,000 entries",,"Raupo Pocket Maori Dictionary 20,000 entries

2009 382 pages

good++++ copy

some minor wear, no inscriptions

Happy to combine postage, just choose combined postage when winning the first auction and continue until all auctions are finished.

Email me as soon as all auctions are finished for a quote.",FALSE,,TRUE,16.00,16.00,20.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200327_091637288.jpg;img_20200327_091650945.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 24",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR376","crown lynn",1.0000,FALSE,7504,,"Crown Lynn Jumbo Colour Glaze Saucer LIME",,"Crown Lynn Jumbo Colour Glaze Saucer LIME 

fine crazing on underside only

Slightly larger than the normal colour glaze saucer

second photo shows size against a normal saucer - only one is for sale in this auction

any q please ask",FALSE,,TRUE,12.00,12.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"5.8=Non Rural Address Tracked;11.0=Rural Delivery Address NO PO BOXES ...  TRACKED;20.0=Australia post Refunded if Cheaper;2.0=drop off Wanganui CENTRE CITY ONLY  NO RURAL DROP;0.0=combined shipping Please email for postage quote;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20190310_161711079.jpg;img_20190310_161720857.jpg;img_20190310_161739274_hdr.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Objects",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR377","antique",1.0000,FALSE,0449,,"Home Little Maori Home Old New Zealand sheet music Alfred Hill A Eady & Co",,"Home Little Maori Home Old New Zealand sheet music Alfred Hill A Eady & Co

8 Pages

1918",FALSE,,TRUE,16.00,16.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,img_20200105_203138181 (1).jpg;img_20200105_203154490 (1).jpg;img_20200105_203204682 (1).jpg;img_20200105_203213728 (1).jpg;img_20200105_203221852 (1).jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Objects",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR378","local history Early Pioneers Central otago",1.0000,FALSE,1817,,"Early Days In Central Otago Third Edition 1958 Hardback",,"Early Days In Central Otago Third Edition 1958 Hardback

191 pages

Early Days in Central Otago chronicles the intrepid journeys of gold seekers and pastoral pioneers who traversed rugged landscapes a century ago.

Through a blend of eyewitness anecdotes and period photographs, Gilkison paints a vivid picture of the hardships, triumphs, and colourful characters that shaped this remote New Zealand region.
Each chapter unfolds a new tale of discovery—from the first gold rush camps to the establishment of sheep runs—highlighting the grit and spirit of those “adventurers” who carved out a place in Central Otago’s history.


 22 leaves of plates : ill. , map ; 19 cm. Notes: Map on lining paper. 

Includes index. Subject: Frontier and pioneer life - New Zealand - Central Otago District. Otago (N. Z. ) - History. Otago (New Zealand) - History.",FALSE,,TRUE,15.00,15.00,20.00,FALSE,FALSE,,1 day,,FALSE,5 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,"HIGHEST STOCK",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR380","antique",1.0000,FALSE,3210,,"Old Cut Glass ? Made In Germany Clock",,"Old Cut Glass Made In Germany Clock

Glass is quite heavy crystal?

Missing winder ... but ticks once you rock it

stamp is worn - can just see the H A? C-    rystal?

9 cm high  5.5 cm wide",FALSE,,TRUE,30.00,30.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,TRUE,FALSE,FALSE,,,,,,"8.5=Nationwide;18.5=Australia;0.0=combined postage Email After All Auctions Have Fin;10.0=rural NZ;2.0=Drop of Whanganui ( NOT RURAL THOUGH);8.5=P O Box Delivery;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-12 14.02.34.jpg;2022-06-12 14.02.23.jpg;2022-06-12 14.03.29.jpg;2022-06-12 14.04.45.jpg;2022-06-12 14.02.54.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Objects",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR381","local history Early Pioneers Central otago",1.0000,FALSE,1817,,"Early Days In Central Otago R J Gilkison Fourth Edition 1978 191 pages",,"Early Days In Central Otago R J Gilkison 

Fourth Edition 1978 191 pages

Robert Gilkison's ""Early Days."" was first published in 1930 and was to be subject to several reprints, becoming a respected reference for the region covered.

 Gilkison's book is particularly valuable for its coverage of the Otago gold rushes of the 1860s and the many events and incidents peripheral to those discoveries

Includes index. Subject: Frontier and pioneer life - New Zealand - Central Otago District. Otago (N. Z. ) - History. Otago (New Zealand) - History.

Worn Dustjacket

Internally VG",FALSE,,TRUE,35.00,35.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-18 08.46.09.jpg;2022-06-18 08.46.23.jpg;2022-06-18 08.46.32.jpg;2022-06-18 08.46.37.jpg;2022-06-18 08.46.43.jpg;2022-06-18 08.46.47.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"Week 27",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR382","local history Early Pioneers  sport tramping",1.0000,FALSE,1817,,"Tararua History of a Mountain Range Chris Maclean",,"Tararua - The Story of a mountain Range  Hard Cover - map endpapers

 272 pages in protective plastic jacket. 

Chris Maclean    LARGE BOOK 

Published 1995 

A history of the Tararua mountains. From the significance of the mountains to the Maori to modern recreational uses

With more than 270 illustrations- cartoons, maps, sketches, paintings and photographs

Scarce book 

Vg condition


.",FALSE,,TRUE,70.00,70.00,100.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,image0079.jpg;2022-06-12 13.52.03.jpg;2022-06-12 13.51.54.jpg;2022-06-12 13.52.14.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"HIGHEST STOCK -1",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR383",,1.0000,FALSE,3160,,"England v Wanganui Womens Basketball Program 1967",,"England v Wanganui Womens Basketball Program 1967

good+++ condition",FALSE,,TRUE,10.00,10.00,,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,re-collectables 172.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"2nd Week FEB 2 - FEB 9 2025",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR386","local history Early Pioneers Dunedin",1.0000,FALSE,1817,,"History of Caversham Working Class Dunedin 1880s – 1920s 294 Pages",,"Work Politics and Society in Caversham Dunedin  1880s – 1920s

By Erik Olssen

These essays are the result of a study of the Dunedin working-class suburb of Caversham. 

Olssen discusses a number of important theoretical issues the writing of history, the question of class, the role of gender, the nature of work and the growth of the labor movement are all explored. 

Soft cover, first edition 1995, 300  pages

Excellent condition",FALSE,,TRUE,38.00,38.00,45.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-19 08.57.09.jpg;2022-06-19 08.57.40.jpg;2022-06-19 08.57.28.jpg;2022-06-19 08.57.56.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"week 24",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
"PR387","local history Early Pioneers Wanganui",1.0000,FALSE,1817,,"Memories Of Old Wanganui Volume 8 2017 Edition",,"Memories Of Old Wanganui Volume 8  2017 Edition 

104 pages of photographs

Minor cover wear 

internally excellent",FALSE,,TRUE,18.00,18.00,22.00,FALSE,FALSE,,1 day,,FALSE,5 day,,FALSE,FALSE,FALSE,,,,,,"8.5=Nationwide Courier Tracked - NON RURAL No P O Box;14.5=Nationwide Courier Tracked - RURAL Only;0.0=Pick up No Cost;1.0=Postage after paying full post on the first item;2.0=Drop Off Whanganui Central - NOT RURAL;11.0=POBox Waiheke Island Stewart Island Pleasant Point;",TRUE,TRUE,FALSE,FALSE,,TRUE,2022-06-19 08.59.35.jpg;2022-06-19 08.59.48.jpg;2022-06-19 08.59.58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,,"1st week 27 JAN - FEB 2",TRUE,FALSE,0.0000,0.0000,0.0000,0.0000,,,,FALSE
